Customer_ID,Name,Gender,City,Credit_Score,Join_Date
CUST_1082,Customer_1082,Male,Delhi,,2021-05-01
CUST_1083,Customer_1083,Female,,,2021-05-09
CUST_1084,Customer_1084,F,Pune,999.0,2021-06-15
CUST_1085,Customer_1085,,Bangalore,-1.0,2021-12-22
CUST_1086,Customer_1086,M,Hyderabad,660.0,2023-01-05
CUST_1087,Customer_1087,,Pune,,2023-01-12
CUST_1088,Customer_1088,Male,Bangalore,694.0,2020-07-04
CUST_1089,Customer_1089,Female,Hyderabad,-1.0,2022-03-03
CUST_1090,Customer_1090,,Delhi,-1.0,2020-03-10
CUST_1091,Customer_1091,Female,Delhi,-1.0,2021-02-25
CUST_1092,Customer_1092,,Delhi,649.0,2023-02-01
CUST_1093,Customer_1093,Male,Mumbai,,2020-12-19
CUST_1094,Customer_1094,F,Mumbai,-1.0,2022-03-08
CUST_1095,,Female,Bangalore,999.0,2021-05-07
CUST_1096,Customer_1096,Female,,-1.0,2023-04-08
CUST_1097,Customer_1097,M,Pune,999.0,2020-03-19
CUST_1098,Customer_1098,,,767.0,2022-06-07
CUST_1099,Customer_1099,M,Pune,,2021-03-19
CUST_1100,Customer_1100,M,,-1.0,2024/13/45
CUST_1101,Customer_1101,,Hyderabad,,2021-07-06
CUST_1102,Customer_1102,F,,-1.0,2021-07-11
CUST_1103,Customer_1103,Male,Hyderabad,-1.0,2023-01-29
CUST_1104,Customer_1104,Male,Pune,743.0,2021-06-22
CUST_1105,Customer_1105,F,Delhi,,2022-06-09
CUST_1106,Customer_1106,Male,,-1.0,2020-02-11
CUST_1107,Customer_1107,M,Delhi,,2023-06-03
CUST_1108,Customer_1108,Female,Delhi,,2020-05-05
CUST_1109,Customer_1109,Female,Bangalore,314.0,2020-12-21
CUST_1110,,,Mumbai,,2020-07-01
CUST_1111,Customer_1111,F,Mumbai,999.0,2021-06-12
CUST_1112,Customer_1112,M,Mumbai,-1.0,2021-05-11
CUST_1113,Customer_1113,Male,Hyderabad,600.0,2022-06-10
CUST_1114,Customer_1114,M,Mumbai,,2021-09-11
CUST_1115,Customer_1115,Female,Bangalore,999.0,2020-08-14
CUST_1116,Customer_1116,Female,Bangalore,,2021-08-15
CUST_1117,Customer_1117,Male,Mumbai,-1.0,2021-09-19
CUST_1118,Customer_1118,Female,Mumbai,721.0,2021-03-18
CUST_1119,Customer_1119,Male,Delhi,,2020-06-19
CUST_1120,Customer_1120,M,Hyderabad,382.0,2024/13/45
CUST_1121,Customer_1121,M,,598.0,2020-07-10
CUST_1122,Customer_1122,Male,,-1.0,2022-09-24
CUST_1123,Customer_1123,Female,Delhi,801.0,2021-07-24
CUST_1124,Customer_1124,F,Hyderabad,,2021-03-15
CUST_1125,,Female,Hyderabad,-1.0,2023-04-30
CUST_1126,Customer_1126,M,,999.0,2023-12-20
CUST_1127,Customer_1127,,Delhi,,2023-12-17
CUST_1128,Customer_1128,Male,Pune,999.0,2020-12-15
CUST_1129,Customer_1129,Female,Pune,488.0,2022-08-23
CUST_1130,Customer_1130,F,,999.0,2020-08-05
CUST_1131,Customer_1131,F,Hyderabad,367.0,2023-01-10
CUST_1132,Customer_1132,,Bangalore,-1.0,2023-02-23
CUST_1133,Customer_1133,Female,Delhi,315.0,2022-06-10
CUST_1134,Customer_1134,Male,,,2020-07-03
CUST_1135,Customer_1135,,Bangalore,655.0,2023-12-08
CUST_1136,Customer_1136,F,Delhi,,2022-08-07
CUST_1137,Customer_1137,F,Mumbai,-1.0,2020-10-10
CUST_1138,Customer_1138,,Mumbai,999.0,2021-07-08
CUST_1139,Customer_1139,Male,Mumbai,,2021-06-15
CUST_1140,,Female,,,2024/13/45
CUST_1141,Customer_1141,M,,999.0,2023-09-09
CUST_1142,Customer_1142,M,,999.0,2021-12-03
CUST_1143,Customer_1143,M,Bangalore,999.0,2020-04-21
CUST_1144,Customer_1144,F,,-1.0,2023-11-13
CUST_1145,Customer_1145,Male,Bangalore,999.0,2020-10-19
CUST_1146,Customer_1146,,Pune,,2022-12-04
CUST_1147,Customer_1147,Male,Hyderabad,576.0,2020-10-04
CUST_1148,Customer_1148,Female,Pune,-1.0,2023-01-14
CUST_1149,Customer_1149,Male,Bangalore,,2021-05-11
CUST_1150,Customer_1150,M,Mumbai,-1.0,2020-03-23
CUST_1151,Customer_1151,,Mumbai,511.0,2020-06-18
CUST_1152,Customer_1152,F,Delhi,576.0,2020-12-12
CUST_1153,Customer_1153,F,Mumbai,999.0,2020-06-13
CUST_1154,Customer_1154,,Hyderabad,,2023-03-06
CUST_1155,,,Hyderabad,,2023-12-18
CUST_1156,Customer_1156,F,Mumbai,450.0,2022-09-04
CUST_1157,Customer_1157,F,Mumbai,999.0,2023-01-02
CUST_1158,Customer_1158,Female,Delhi,,2023-04-04
CUST_1159,Customer_1159,,Mumbai,-1.0,2020-06-06
CUST_1160,Customer_1160,F,,483.0,2024/13/45
CUST_1161,Customer_1161,Female,Pune,-1.0,2020-04-01
CUST_1162,Customer_1162,,,999.0,2023-11-05
CUST_1163,Customer_1163,Female,Pune,-1.0,2023-05-02
CUST_1164,Customer_1164,Male,,830.0,2023-08-21
CUST_1165,Customer_1165,F,Bangalore,384.0,2020-01-28
CUST_1166,Customer_1166,Female,Hyderabad,,2021-07-26
CUST_1167,Customer_1167,M,Delhi,999.0,2022-09-11
CUST_1168,Customer_1168,Male,Hyderabad,999.0,2023-06-28
CUST_1169,Customer_1169,Male,Bangalore,999.0,2020-12-29
CUST_1170,,Male,Pune,,2023-01-27
CUST_1171,Customer_1171,,Delhi,781.0,2020-07-22
CUST_1172,Customer_1172,Male,Delhi,999.0,2020-04-20
CUST_1173,Customer_1173,,Pune,456.0,2020-05-30
CUST_1174,Customer_1174,Female,Mumbai,,2021-06-27
CUST_1175,Customer_1175,M,Pune,481.0,2022-03-04
CUST_1176,Customer_1176,M,Pune,806.0,2021-08-06
CUST_1177,Customer_1177,Female,Mumbai,-1.0,2021-10-07
CUST_1178,Customer_1178,Female,Pune,,2021-09-30
CUST_1179,Customer_1179,,,999.0,2021-09-30
CUST_1180,Customer_1180,,Pune,-1.0,2024/13/45
CUST_1181,Customer_1181,M,Delhi,,2020-10-02
CUST_1182,Customer_1182,M,Bangalore,999.0,2020-11-18
CUST_1183,Customer_1183,M,Bangalore,768.0,2021-12-24
CUST_1184,Customer_1184,Female,Hyderabad,-1.0,2021-10-03
CUST_1185,,F,Bangalore,349.0,2022-05-26
CUST_1186,Customer_1186,,Hyderabad,999.0,2023-12-08
CUST_1187,Customer_1187,F,Pune,-1.0,2022-02-06
CUST_1188,Customer_1188,M,Pune,-1.0,2020-08-16
CUST_1189,Customer_1189,M,,999.0,2023-02-02
CUST_1190,Customer_1190,,Pune,999.0,2023-04-04
CUST_1191,Customer_1191,,,,2022-05-08
CUST_1192,Customer_1192,F,Pune,999.0,2023-10-31
CUST_1193,Customer_1193,Female,Delhi,,2021-03-27
CUST_1194,Customer_1194,Female,Pune,-1.0,2023-10-26
CUST_1195,Customer_1195,F,,999.0,2021-02-28
CUST_1196,Customer_1196,Female,Pune,999.0,2024-01-14
CUST_1197,Customer_1197,,Mumbai,-1.0,2023-05-07
CUST_1198,Customer_1198,F,Bangalore,-1.0,2023-12-12
CUST_1199,Customer_1199,,Mumbai,999.0,2021-03-13
CUST_1200,,Male,Mumbai,999.0,2024/13/45
CUST_1201,Customer_1201,M,Mumbai,-1.0,2022-09-22
CUST_1202,Customer_1202,M,Hyderabad,999.0,2020-09-14
CUST_1203,Customer_1203,Male,Delhi,999.0,2021-11-18
CUST_1204,Customer_1204,M,Delhi,-1.0,2020-05-05
CUST_1205,Customer_1205,,Bangalore,731.0,2021-03-30
CUST_1206,Customer_1206,,Hyderabad,999.0,2020-04-07
CUST_1207,Customer_1207,F,Pune,999.0,2021-04-12
CUST_1208,Customer_1208,Female,Delhi,,2021-04-01
CUST_1209,Customer_1209,Male,Pune,999.0,2021-10-04
CUST_1210,Customer_1210,Female,,-1.0,2020-01-08
CUST_1211,Customer_1211,M,Mumbai,404.0,2023-06-25
CUST_1212,Customer_1212,Female,Pune,464.0,2023-10-20
CUST_1213,Customer_1213,,Pune,999.0,2020-05-30
CUST_1214,Customer_1214,M,Pune,999.0,2021-05-19
CUST_1215,,F,,-1.0,2022-09-30
CUST_1216,Customer_1216,F,Delhi,999.0,2022-01-25
CUST_1217,Customer_1217,,,717.0,2020-09-17
CUST_1218,Customer_1218,M,Hyderabad,495.0,2020-01-02
CUST_1219,Customer_1219,Female,Bangalore,586.0,2023-12-19
CUST_1220,Customer_1220,Female,Delhi,-1.0,2024/13/45
CUST_1221,Customer_1221,,Hyderabad,-1.0,2022-07-24
CUST_1222,Customer_1222,,Pune,759.0,2023-10-14
CUST_1223,Customer_1223,F,Pune,-1.0,2023-04-01
CUST_1224,Customer_1224,Male,Delhi,433.0,2023-09-17
CUST_1225,Customer_1225,Female,,349.0,2022-06-22
CUST_1226,Customer_1226,F,Hyderabad,,2022-10-13
CUST_1227,Customer_1227,F,,744.0,2021-07-24
CUST_1228,Customer_1228,Male,Delhi,-1.0,2020-09-24
CUST_1229,Customer_1229,M,Mumbai,-1.0,2021-05-28
CUST_1230,,M,Pune,360.0,2020-09-30
CUST_1231,Customer_1231,Male,Bangalore,421.0,2022-01-01
CUST_1232,Customer_1232,,Pune,829.0,2022-06-09
CUST_1233,Customer_1233,F,Bangalore,-1.0,2022-02-13
CUST_1234,Customer_1234,M,Delhi,,2020-02-11
CUST_1235,Customer_1235,F,Hyderabad,475.0,2020-01-28
CUST_1236,Customer_1236,F,,,2023-02-23
CUST_1237,Customer_1237,M,Bangalore,-1.0,2021-02-12
CUST_1238,Customer_1238,Male,Bangalore,,2021-03-31
CUST_1239,Customer_1239,Female,Delhi,-1.0,2022-09-01
CUST_1240,Customer_1240,F,Pune,,2024/13/45
CUST_1241,Customer_1241,Male,Bangalore,999.0,2022-06-05
CUST_1242,Customer_1242,Male,Hyderabad,737.0,2020-10-22
CUST_1243,Customer_1243,F,Delhi,999.0,2021-12-03
CUST_1244,Customer_1244,M,Delhi,356.0,2021-03-20
CUST_1245,,Female,Pune,-1.0,2021-04-01
CUST_1246,Customer_1246,M,Bangalore,-1.0,2022-01-03
CUST_1247,Customer_1247,M,Pune,379.0,2020-12-11
CUST_1248,Customer_1248,Female,Pune,,2021-02-01
CUST_1249,Customer_1249,,Delhi,342.0,2020-02-22
CUST_1250,Customer_1250,,Pune,-1.0,2020-12-20
CUST_1251,Customer_1251,Male,Hyderabad,-1.0,2022-06-15
CUST_1252,Customer_1252,Male,Hyderabad,,2022-11-18
CUST_1253,Customer_1253,F,Mumbai,-1.0,2020-07-24
CUST_1254,Customer_1254,M,Bangalore,690.0,2024-01-22
CUST_1255,Customer_1255,Male,Delhi,789.0,2022-12-20
CUST_1256,Customer_1256,Male,Hyderabad,999.0,2022-07-10
CUST_1257,Customer_1257,M,Delhi,580.0,2022-12-09
CUST_1258,Customer_1258,Male,Bangalore,724.0,2022-09-04
CUST_1259,Customer_1259,,Bangalore,999.0,2023-03-10
CUST_1260,,F,Mumbai,759.0,2024/13/45
CUST_1261,Customer_1261,F,Hyderabad,,2022-09-21
CUST_1262,Customer_1262,Female,Delhi,999.0,2020-04-25
CUST_1263,Customer_1263,Female,Hyderabad,,2021-01-21
CUST_1264,Customer_1264,Female,Mumbai,-1.0,2020-08-12
CUST_1265,Customer_1265,F,Delhi,-1.0,2021-08-10
CUST_1266,Customer_1266,M,Pune,735.0,2020-02-23
CUST_1267,Customer_1267,F,,999.0,2022-04-12
CUST_1268,Customer_1268,M,Mumbai,999.0,2020-06-30
CUST_1269,Customer_1269,,Mumbai,999.0,2023-07-05
CUST_1270,Customer_1270,Male,,999.0,2023-12-30
CUST_1271,Customer_1271,Male,,-1.0,2022-10-27
CUST_1272,Customer_1272,Female,Bangalore,,2024-01-21
CUST_1273,Customer_1273,Male,Pune,554.0,2023-01-17
CUST_1274,Customer_1274,Male,Pune,,2020-01-12
CUST_1275,,Female,,,2022-02-12
CUST_1276,Customer_1276,Male,Hyderabad,818.0,2020-09-26
CUST_1277,Customer_1277,Female,,,2023-11-30
CUST_1278,Customer_1278,,Bangalore,323.0,2022-06-23
CUST_1279,Customer_1279,Female,Delhi,386.0,2021-10-07
CUST_1280,Customer_1280,M,Hyderabad,-1.0,2024/13/45
CUST_1281,Customer_1281,M,,341.0,2020-11-16
CUST_1282,Customer_1282,F,Delhi,-1.0,2020-12-11
CUST_1283,Customer_1283,Female,Mumbai,,2023-12-12
CUST_1284,Customer_1284,F,Delhi,-1.0,2023-08-06
CUST_1285,Customer_1285,F,Hyderabad,-1.0,2021-10-31
CUST_1286,Customer_1286,F,Delhi,-1.0,2022-12-31
CUST_1287,Customer_1287,F,Mumbai,,2023-08-25
CUST_1288,Customer_1288,Male,Hyderabad,-1.0,2022-04-07
CUST_1289,Customer_1289,Female,Bangalore,999.0,2022-03-05
CUST_1290,,Female,Pune,366.0,2021-09-06
CUST_1291,Customer_1291,F,Hyderabad,492.0,2020-07-12
CUST_1292,Customer_1292,,Pune,999.0,2022-07-01
CUST_1293,Customer_1293,M,,-1.0,2021-04-16
CUST_1294,Customer_1294,,Delhi,311.0,2022-02-24
CUST_1295,Customer_1295,F,,576.0,2023-04-16
CUST_1296,Customer_1296,Female,Delhi,-1.0,2020-10-28
CUST_1297,Customer_1297,Female,Pune,643.0,2023-04-08
CUST_1298,Customer_1298,Female,Pune,,2021-04-28
CUST_1299,Customer_1299,M,Bangalore,-1.0,2023-03-08
CUST_1300,Customer_1300,M,,,2024/13/45
CUST_1301,Customer_1301,Male,Hyderabad,999.0,2022-02-25
CUST_1302,Customer_1302,Male,Hyderabad,473.0,2021-02-08
CUST_1303,Customer_1303,Female,Hyderabad,-1.0,2021-03-10
CUST_1304,Customer_1304,F,Hyderabad,-1.0,2023-05-28
CUST_1305,,F,Mumbai,,2023-10-31
CUST_1306,Customer_1306,M,Hyderabad,999.0,2022-03-19
CUST_1307,Customer_1307,,Bangalore,999.0,2020-10-27
CUST_1308,Customer_1308,Female,Pune,-1.0,2021-08-03
CUST_1309,Customer_1309,,Mumbai,999.0,2022-11-17
CUST_1310,Customer_1310,F,Hyderabad,590.0,2023-04-13
CUST_1311,Customer_1311,M,Hyderabad,999.0,2020-05-07
CUST_1312,Customer_1312,Male,Delhi,999.0,2023-06-26
CUST_1313,Customer_1313,F,Mumbai,538.0,2020-07-04
CUST_1314,Customer_1314,Male,,336.0,2022-02-03
CUST_1315,Customer_1315,Female,Mumbai,-1.0,2020-04-13
CUST_1316,Customer_1316,,Delhi,,2023-11-18
CUST_1317,Customer_1317,M,Bangalore,999.0,2023-02-13
CUST_1318,Customer_1318,,Mumbai,999.0,2023-04-05
CUST_1319,Customer_1319,Female,Delhi,,2020-02-20
CUST_1320,,Female,Bangalore,999.0,2024/13/45
CUST_1321,Customer_1321,Female,Delhi,,2022-04-10
CUST_1322,Customer_1322,M,Hyderabad,-1.0,2022-08-29
CUST_1323,Customer_1323,M,Bangalore,623.0,2024-01-15
CUST_1324,Customer_1324,M,Mumbai,-1.0,2020-03-08
CUST_1325,Customer_1325,,Delhi,,2024-01-08
CUST_1326,Customer_1326,Female,Delhi,,2023-07-03
CUST_1327,Customer_1327,F,Hyderabad,,2022-08-05
CUST_1328,Customer_1328,,Bangalore,-1.0,2023-01-17
CUST_1329,Customer_1329,Female,Pune,819.0,2021-03-13
CUST_1330,Customer_1330,Male,Bangalore,636.0,2021-12-29
CUST_1331,Customer_1331,,Pune,,2022-09-09
CUST_1332,Customer_1332,M,Hyderabad,-1.0,2022-05-06
CUST_1333,Customer_1333,Female,Pune,-1.0,2021-03-16
CUST_1334,Customer_1334,,Mumbai,999.0,2023-03-04
CUST_1335,,Male,Bangalore,596.0,2021-10-20
CUST_1336,Customer_1336,Male,,,2023-12-08
CUST_1337,Customer_1337,,Pune,,2020-12-01
CUST_1338,Customer_1338,M,Pune,999.0,2021-09-19
CUST_1339,Customer_1339,Male,,761.0,2021-09-06
CUST_1340,Customer_1340,Female,Mumbai,-1.0,2024/13/45
CUST_1341,Customer_1341,F,Delhi,999.0,2020-11-27
CUST_1342,Customer_1342,,Delhi,681.0,2020-11-16
CUST_1343,Customer_1343,,Pune,415.0,2020-12-24
CUST_1344,Customer_1344,Male,Hyderabad,-1.0,2021-08-27
CUST_1345,Customer_1345,F,Pune,-1.0,2021-08-08
CUST_1346,Customer_1346,F,Mumbai,815.0,2023-09-02
CUST_1347,Customer_1347,F,,,2021-05-10
CUST_1348,Customer_1348,Female,Hyderabad,,2023-11-12
CUST_1349,Customer_1349,F,,999.0,2020-03-19
CUST_1350,,Female,Mumbai,999.0,2021-01-23
CUST_1351,Customer_1351,M,Delhi,376.0,2021-01-22
CUST_1352,Customer_1352,M,,-1.0,2023-08-30
CUST_1353,Customer_1353,Female,Mumbai,629.0,2022-12-10
CUST_1354,Customer_1354,Female,Delhi,,2024-02-02
CUST_1355,Customer_1355,Male,Delhi,387.0,2021-02-24
CUST_1356,Customer_1356,,Pune,,2022-01-23
CUST_1357,Customer_1357,Female,Bangalore,,2021-10-27
CUST_1358,Customer_1358,M,Bangalore,,2021-06-15
CUST_1359,Customer_1359,M,Delhi,,2022-11-28
CUST_1360,Customer_1360,Male,Bangalore,-1.0,2024/13/45
CUST_1361,Customer_1361,F,Mumbai,,2023-01-15
CUST_1362,Customer_1362,F,Bangalore,999.0,2021-11-22
CUST_1363,Customer_1363,Male,Hyderabad,773.0,2020-03-09
CUST_1364,Customer_1364,M,Pune,,2023-02-19
CUST_1365,,F,Delhi,697.0,2023-07-16
CUST_1366,Customer_1366,Male,Delhi,,2020-09-01
CUST_1367,Customer_1367,F,Bangalore,681.0,2021-06-12
CUST_1368,Customer_1368,M,Delhi,384.0,2020-04-04
CUST_1369,Customer_1369,M,Delhi,999.0,2020-12-01
CUST_1370,Customer_1370,Male,Hyderabad,-1.0,2021-04-16
CUST_1371,Customer_1371,Female,Delhi,-1.0,2023-07-01
CUST_1372,Customer_1372,F,Mumbai,,2022-10-14
CUST_1373,Customer_1373,Female,Pune,-1.0,2021-05-13
CUST_1374,Customer_1374,Male,,,2020-12-27
CUST_1375,Customer_1375,,Bangalore,999.0,2023-08-15
CUST_1376,Customer_1376,Male,,,2022-11-09
CUST_1377,Customer_1377,Female,Bangalore,,2022-07-10
CUST_1378,Customer_1378,M,Mumbai,517.0,2022-11-05
CUST_1379,Customer_1379,Male,Hyderabad,,2021-08-20
CUST_1380,,M,Mumbai,999.0,2024/13/45
CUST_1381,Customer_1381,Male,Hyderabad,640.0,2021-05-25
CUST_1382,Customer_1382,,Mumbai,999.0,2021-03-23
CUST_1383,Customer_1383,M,Hyderabad,-1.0,2021-03-05
CUST_1384,Customer_1384,Male,Hyderabad,,2024-02-05
CUST_1385,Customer_1385,,Hyderabad,,2023-09-09
CUST_1386,Customer_1386,Male,Bangalore,,2022-06-24
CUST_1387,Customer_1387,,Mumbai,,2020-09-08
CUST_1388,Customer_1388,M,Mumbai,999.0,2022-02-19
CUST_1389,Customer_1389,Female,Hyderabad,-1.0,2023-04-24
CUST_1390,Customer_1390,Male,Hyderabad,445.0,2020-02-13
CUST_1391,Customer_1391,F,Mumbai,999.0,2020-10-14
CUST_1392,Customer_1392,F,Mumbai,,2022-11-10
CUST_1393,Customer_1393,,Bangalore,381.0,2021-12-25
CUST_1394,Customer_1394,Male,Bangalore,999.0,2021-08-14
CUST_1395,,Male,Mumbai,-1.0,2023-09-28
CUST_1396,Customer_1396,F,Pune,,2023-03-24
CUST_1397,Customer_1397,M,Mumbai,316.0,2020-04-10
CUST_1398,Customer_1398,Female,,999.0,2022-02-24
CUST_1399,Customer_1399,M,,709.0,2021-02-14
CUST_1400,Customer_1400,,,550.0,2024/13/45
CUST_1401,Customer_1401,Female,,-1.0,2021-04-29
CUST_1402,Customer_1402,Female,,-1.0,2022-11-09
CUST_1403,Customer_1403,F,,999.0,2024-02-04
CUST_1404,Customer_1404,Male,Mumbai,,2021-11-14
CUST_1405,Customer_1405,Male,Hyderabad,484.0,2022-10-09
CUST_1406,Customer_1406,F,,669.0,2023-01-13
CUST_1407,Customer_1407,Male,Bangalore,659.0,2022-09-22
CUST_1408,Customer_1408,F,Mumbai,999.0,2023-10-15
CUST_1409,Customer_1409,Male,Hyderabad,,2023-09-06
CUST_1410,,M,Mumbai,,2021-11-01
CUST_1411,Customer_1411,F,Mumbai,999.0,2023-07-12
CUST_1412,Customer_1412,Female,Hyderabad,-1.0,2020-11-15
CUST_1413,Customer_1413,,Mumbai,999.0,2022-12-05
CUST_1414,Customer_1414,,Mumbai,773.0,2020-02-07
CUST_1415,Customer_1415,F,Bangalore,637.0,2021-06-13
CUST_1416,Customer_1416,Male,Delhi,782.0,2020-02-16
CUST_1417,Customer_1417,Male,Bangalore,771.0,2020-01-03
CUST_1418,Customer_1418,M,Mumbai,-1.0,2023-12-23
CUST_1419,Customer_1419,Male,Delhi,999.0,2023-06-08
CUST_1420,Customer_1420,Male,Pune,999.0,2024/13/45
CUST_1421,Customer_1421,,Delhi,999.0,2022-11-25
CUST_1422,Customer_1422,Female,Bangalore,-1.0,2020-04-26
CUST_1423,Customer_1423,Female,,-1.0,2023-07-26
CUST_1424,Customer_1424,Male,Mumbai,-1.0,2023-10-20
CUST_1425,,Male,,604.0,2020-10-27
CUST_1426,Customer_1426,Male,Mumbai,838.0,2020-09-22
CUST_1427,Customer_1427,M,Delhi,,2023-01-02
CUST_1428,Customer_1428,M,Pune,,2023-07-21
CUST_1429,Customer_1429,F,Delhi,999.0,2022-11-12
CUST_1430,Customer_1430,Male,Hyderabad,501.0,2020-07-27
CUST_1431,Customer_1431,M,Hyderabad,,2023-10-30
CUST_1432,Customer_1432,Female,,531.0,2023-07-12
CUST_1433,Customer_1433,Female,Mumbai,-1.0,2021-01-31
CUST_1434,Customer_1434,M,Pune,-1.0,2021-03-31
CUST_1435,Customer_1435,Female,Hyderabad,-1.0,2020-10-19
CUST_1436,Customer_1436,F,Hyderabad,-1.0,2022-02-23
CUST_1437,Customer_1437,M,Pune,999.0,2021-04-11
CUST_1438,Customer_1438,F,Mumbai,,2023-10-02
CUST_1439,Customer_1439,Female,Mumbai,720.0,2020-08-25
CUST_1440,,M,Delhi,,2024/13/45
CUST_1441,Customer_1441,M,Mumbai,,2024-01-17
CUST_1442,Customer_1442,,Hyderabad,999.0,2023-04-01
CUST_1443,Customer_1443,Female,Mumbai,,2021-08-30
CUST_1444,Customer_1444,,Hyderabad,-1.0,2020-02-13
CUST_1445,Customer_1445,Female,,,2021-09-14
CUST_1446,Customer_1446,M,Pune,999.0,2022-08-19
CUST_1447,Customer_1447,Female,,-1.0,2021-01-03
